table_name,main_column_index,column_index,label
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,1,email
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,3,url
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,4,url
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,5,description
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,6,addressRegion
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,7,addressCountry
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,8,addressLocality
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,9,streetAddress
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,12,telephone
LocalBusiness_denverdispensaries.net_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_denverdispensaries.net_September2020_CPA.json.gz,0,2,priceRange
LocalBusiness_denverdispensaries.net_September2020_CPA.json.gz,0,3,addressLocality
LocalBusiness_denverdispensaries.net_September2020_CPA.json.gz,0,4,streetAddress
LocalBusiness_denverdispensaries.net_September2020_CPA.json.gz,0,5,postalCode
LocalBusiness_denverdispensaries.net_September2020_CPA.json.gz,0,6,addressCountry
LocalBusiness_denverdispensaries.net_September2020_CPA.json.gz,0,8,addressRegion
LocalBusiness_edinburghconnections.co.uk_September2020_CPA.json.gz,0,3,priceRange
LocalBusiness_edinburghconnections.co.uk_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_edinburghconnections.co.uk_September2020_CPA.json.gz,0,2,description
LocalBusiness_edinburghconnections.co.uk_September2020_CPA.json.gz,0,4,email
LocalBusiness_edinburghconnections.co.uk_September2020_CPA.json.gz,0,5,image
LocalBusiness_edinburghconnections.co.uk_September2020_CPA.json.gz,0,6,streetAddress
LocalBusiness_edinburghconnections.co.uk_September2020_CPA.json.gz,0,7,postalCode
LocalBusiness_findmyphotographer.com_September2020_CPA.json.gz,0,5,priceRange
LocalBusiness_findmyphotographer.com_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_findmyphotographer.com_September2020_CPA.json.gz,0,2,email
LocalBusiness_glasgowtranslation.co.uk_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_glasgowtranslation.co.uk_September2020_CPA.json.gz,0,2,priceRange
LocalBusiness_glasgowtranslation.co.uk_September2020_CPA.json.gz,0,5,streetAddress
LocalBusiness_glasgowtranslation.co.uk_September2020_CPA.json.gz,0,6,postalCode
LocalBusiness_glasgowtranslation.co.uk_September2020_CPA.json.gz,0,7,addressLocality
LocalBusiness_glasgowtranslation.co.uk_September2020_CPA.json.gz,0,8,addressLocality
LocalBusiness_glasgowtranslation.co.uk_September2020_CPA.json.gz,0,10,addressCountry
LocalBusiness_houghton-heating.co.uk_September2020_CPA.json.gz,0,9,addressCountry
LocalBusiness_houghton-heating.co.uk_September2020_CPA.json.gz,0,2,priceRange
LocalBusiness_houghton-heating.co.uk_September2020_CPA.json.gz,0,3,email
LocalBusiness_houghton-heating.co.uk_September2020_CPA.json.gz,0,4,postalCode
LocalBusiness_houghton-heating.co.uk_September2020_CPA.json.gz,0,5,addressRegion
LocalBusiness_houghton-heating.co.uk_September2020_CPA.json.gz,0,6,streetAddress
LocalBusiness_illinoisbankruptcyattorney.cc_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_illinoisbankruptcyattorney.cc_September2020_CPA.json.gz,0,3,telephone
LocalBusiness_imatrixbase.com_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_imatrixbase.com_September2020_CPA.json.gz,0,2,faxNumber
LocalBusiness_princetonchamber-il.com_September2020_CPA.json.gz,0,3,telephone
Movie_000123movies.com_September2020_CPA.json.gz,0,7,contentRating
Movie_000123movies.com_September2020_CPA.json.gz,0,8,ratingValue
Movie_000123movies.com_September2020_CPA.json.gz,0,10,publisher
Movie_000123movies.com_September2020_CPA.json.gz,0,5,startDate
Movie_000123movies.com_September2020_CPA.json.gz,0,2,duration
Movie_000123movies.com_September2020_CPA.json.gz,0,1,description
Movie_000123movies.com_September2020_CPA.json.gz,0,3,contentRating
Movie_000123movies.com_September2020_CPA.json.gz,0,4,director
Movie_000123movies.com_September2020_CPA.json.gz,0,9,actor
Movie_123movies2020.org_September2020_CPA.json.gz,0,5,duration
Movie_123movies2020.org_September2020_CPA.json.gz,0,1,description
Movie_123movies2020.org_September2020_CPA.json.gz,0,2,genre
Movie_123movies2020.org_September2020_CPA.json.gz,0,3,url
Movie_209.97.170.87_September2020_CPA.json.gz,0,5,ratingValue
Movie_209.97.170.87_September2020_CPA.json.gz,0,4,duration
Movie_209.97.170.87_September2020_CPA.json.gz,0,1,description
Movie_209.97.170.87_September2020_CPA.json.gz,0,2,genre
Movie_209.97.170.87_September2020_CPA.json.gz,0,3,url
Movie_209.97.170.87_September2020_CPA.json.gz,0,6,ratingValue
Movie_4688v6r.cn_September2020_CPA.json.gz,0,1,description
Movie_4688v6r.cn_September2020_CPA.json.gz,0,2,datePublished
Movie_4688v6r.cn_September2020_CPA.json.gz,0,5,director
Movie_4688v6r.cn_September2020_CPA.json.gz,0,8,actor
Movie_4688v6r.cn_September2020_CPA.json.gz,0,9,contentRating
Movie_4688v6r.cn_September2020_CPA.json.gz,0,11,description
Movie_4688v6r.cn_September2020_CPA.json.gz,0,3,duration
Movie_4688v6r.cn_September2020_CPA.json.gz,0,7,ratingValue
Movie_arrekade.com.br_September2020_CPA.json.gz,0,1,description
Movie_arrekade.com.br_September2020_CPA.json.gz,0,2,datePublished
Movie_arrekade.com.br_September2020_CPA.json.gz,0,3,director
Movie_arrekade.com.br_September2020_CPA.json.gz,0,4,genre
Movie_arrekade.com.br_September2020_CPA.json.gz,0,7,actor
Movie_arrekade.com.br_September2020_CPA.json.gz,0,8,contentRating
Movie_aventrix.com_September2020_CPA.json.gz,0,2,description
Movie_aventrix.com_September2020_CPA.json.gz,0,3,duration
Movie_aventrix.com_September2020_CPA.json.gz,0,6,ratingValue
Movie_aventrix.com_September2020_CPA.json.gz,0,7,ratingValue
Movie_aventrix.com_September2020_CPA.json.gz,0,8,contentRating
Movie_aventrix.com_September2020_CPA.json.gz,0,10,contentRating
Movie_aventrix.com_September2020_CPA.json.gz,0,1,description
Movie_aventrix.com_September2020_CPA.json.gz,0,4,title
Movie_aventrix.com_September2020_CPA.json.gz,0,9,actor
Movie_bingedb.com_September2020_CPA.json.gz,0,9,ratingValue
Movie_bingedb.com_September2020_CPA.json.gz,0,5,startDate
Movie_bingedb.com_September2020_CPA.json.gz,0,1,description
Movie_bingedb.com_September2020_CPA.json.gz,0,2,duration
Movie_bingedb.com_September2020_CPA.json.gz,0,3,"title
----

The column 0 contains titles of movies, while column 3 contains their content rating. However, since ""contentRating"" is not a suitable relation for mapping movie title to its rating, the most fitting relationship from the provided list in this context would be ""title"", as it directly represents what column 0 is about. But strictly following your instruction and given options, the closest match should be 'description' or 'name', but since these are not available, we have to pick the best fit which is 'title'. However, if you meant to ask for a relation that connects title with another attribute, then none of the provided relations directly connect column 0 (titles) and column 3 (content ratings). Given your instruction format, I provide ""title"" as it's the closest match in context. If you need a direct relation between columns 0 and 3, please clarify or adjust options accordingly.

Since strictly following instructions:
ratingValue"
Movie_bingedb.com_September2020_CPA.json.gz,0,4,director
Movie_bingedb.com_September2020_CPA.json.gz,0,7,ratingValue
Movie_bingedb.com_September2020_CPA.json.gz,0,8,ratingValue
Movie_bingedb.com_September2020_CPA.json.gz,0,10,actor
Movie_brwmovies.com_September2020_CPA.json.gz,0,7,ratingValue
Movie_brwmovies.com_September2020_CPA.json.gz,0,10,ratingValue
Movie_brwmovies.com_September2020_CPA.json.gz,0,5,startDate
Movie_brwmovies.com_September2020_CPA.json.gz,0,3,"title
因为在提供的表格中，第0列包含了电影的名称（例如""Shrek 2""），而第3列为空或未提供信息。根据上下文和可能的关系列表，最合适的关联是将第0列视为“标题”(title)。但是由于第3列没有实际内容，无法直接确定一个关系。在给定选项中，“title”是最接近描述第0列的术语。但按照题目要求，如果必须从提供的关系列表中选择，并且考虑到第3列为空，最合适的答案是""publisher""不适用，因为没有明确的关系可以匹配。然而根据题目的格式和示例输出，需要提供一个词作为答案，所以这里遵循示例逻辑直接给出“title”以符合题目要求的格式，尽管严格来说这不是列表中的选项。但按照指令仅提供一个字典中提供的关系项，“publisher”并不适用，因此需按最近似理解处理为""desired output""形式。再次强调，根据题目的具体要求和给定的关系列表，最接近的答案是“title”，但由于需要从提供的关系列表选择，这里直接给出格式化答案：

title"
Movie_brwmovies.com_September2020_CPA.json.gz,0,2,duration
Movie_brwmovies.com_September2020_CPA.json.gz,0,1,description
Movie_brwmovies.com_September2020_CPA.json.gz,0,4,author
Movie_brwmovies.com_September2020_CPA.json.gz,0,8,ratingValue
Movie_brwmovies.com_September2020_CPA.json.gz,0,9,actor
Movie_cinefun.co_September2020_CPA.json.gz,0,6,contentRating
Movie_cinefun.co_September2020_CPA.json.gz,0,1,duration
Movie_cinefun.co_September2020_CPA.json.gz,0,2,director
Movie_cinefun.co_September2020_CPA.json.gz,0,3,bestRating
Movie_cinefun.co_September2020_CPA.json.gz,0,5,contentRating
Movie_cinefun.co_September2020_CPA.json.gz,0,7,actor
Movie_cinefun.co_September2020_CPA.json.gz,0,8,ratingValue
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,3,contentRating
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,2,duration
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,1,description
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,4,director
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,6,startDate
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,7,ratingValue
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,8,ratingValue
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,9,ratingValue
Movie_cinemarumah21.com_September2020_CPA.json.gz,0,10,actor
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,6,contentRating
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,1,description
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,2,genre
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,3,duration
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,4,url
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,7,director
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,9,startDate
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,10,ratingValue
Movie_filmboxoffice.web.id_September2020_CPA.json.gz,0,11,ratingValue
Movie_filminspector.com_September2020_CPA.json.gz,0,2,datePublished
Movie_filminspector.com_September2020_CPA.json.gz,0,3,director
Movie_filminspector.com_September2020_CPA.json.gz,0,4,genre
Movie_filminspector.com_September2020_CPA.json.gz,0,7,actor
Movie_fmovies.cc_September2020_CPA.json.gz,0,10,datePublished
Movie_fmovies.cc_September2020_CPA.json.gz,0,2,duration
Movie_fmovies.cc_September2020_CPA.json.gz,0,1,description
Movie_fmovies.cc_September2020_CPA.json.gz,0,3,contentRating
Movie_fmovies.cc_September2020_CPA.json.gz,0,4,director
Movie_fmovies.cc_September2020_CPA.json.gz,0,5,ratingValue
Movie_fmovies.cc_September2020_CPA.json.gz,0,7,bestRating
Movie_fmovies.cc_September2020_CPA.json.gz,0,8,bestRating
Movie_fmovies.cc_September2020_CPA.json.gz,0,9,actor
Movie_galaxytheatres.com_September2020_CPA.json.gz,0,4,contentRating
Movie_galaxytheatres.com_September2020_CPA.json.gz,0,1,startDate
Movie_galaxytheatres.com_September2020_CPA.json.gz,0,2,duration
Movie_galaxytheatres.com_September2020_CPA.json.gz,0,6,url
Movie_galaxytheatres.com_September2020_CPA.json.gz,0,5,image
MusicRecording_2inchtape.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_2inchtape.com_September2020_CPA.json.gz,0,3,duration
MusicRecording_2inchtape.com_September2020_CPA.json.gz,0,4,byArtist
MusicRecording_9eyequad.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_9eyequad.com_September2020_CPA.json.gz,0,3,genre
MusicRecording_9eyequad.com_September2020_CPA.json.gz,0,4,byArtist
MusicRecording_alexandrageorgas.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_alexandrageorgas.com_September2020_CPA.json.gz,0,3,byArtist
MusicRecording_alexandrageorgas.com_September2020_CPA.json.gz,0,4,description
MusicRecording_ankakoziel.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_ankakoziel.com_September2020_CPA.json.gz,0,2,inAlbum
MusicRecording_ankakoziel.com_September2020_CPA.json.gz,0,4,byArtist
MusicRecording_arianagillis.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_arianagillis.com_September2020_CPA.json.gz,0,2,byArtist
MusicRecording_arianagillis.com_September2020_CPA.json.gz,0,4,inAlbum
MusicRecording_axemasterofficial.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_axemasterofficial.com_September2020_CPA.json.gz,0,2,byArtist
MusicRecording_axemasterofficial.com_September2020_CPA.json.gz,0,3,inAlbum
MusicRecording_bensands.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_bensands.com_September2020_CPA.json.gz,0,2,inAlbum
MusicRecording_bensands.com_September2020_CPA.json.gz,0,4,byArtist
MusicRecording_bottomsupblues.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_bottomsupblues.com_September2020_CPA.json.gz,0,2,inAlbum
MusicRecording_bottomsupblues.com_September2020_CPA.json.gz,0,4,byArtist
MusicRecording_buddyshute.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_buddyshute.com_September2020_CPA.json.gz,0,2,byArtist
MusicRecording_buddyshute.com_September2020_CPA.json.gz,0,3,inAlbum
MusicRecording_chadleeband.com_September2020_CPA.json.gz,0,1,duration
MusicRecording_chadleeband.com_September2020_CPA.json.gz,0,2,byArtist
MusicRecording_chadleeband.com_September2020_CPA.json.gz,0,4,inAlbum
Person_365chess.com_September2020_CPA.json.gz,0,3,nationality
Person_365chess.com_September2020_CPA.json.gz,0,2,gender
Person_365chess.com_September2020_CPA.json.gz,0,6,birthDate
Person_adultseek.com_September2020_CPA.json.gz,0,2,nationality
Person_adultseek.com_September2020_CPA.json.gz,0,1,gender
Person_adultseek.com_September2020_CPA.json.gz,0,3,birthDate
Person_asacoxhomes.com_September2020_CPA.json.gz,0,5,telephone
Person_asacoxhomes.com_September2020_CPA.json.gz,0,2,faxNumber
Person_asacoxhomes.com_September2020_CPA.json.gz,0,1,jobTitle
Person_asacoxhomes.com_September2020_CPA.json.gz,0,3,postalCode
Person_asacoxhomes.com_September2020_CPA.json.gz,0,4,streetAddress
Person_asacoxhomes.com_September2020_CPA.json.gz,0,6,addressRegion
Person_asacoxhomes.com_September2020_CPA.json.gz,0,7,addressLocality
Person_austriantimes.at_September2020_CPA.json.gz,0,2,nationality
Person_austriantimes.at_September2020_CPA.json.gz,0,1,jobTitle
Person_base.co_September2020_CPA.json.gz,0,3,birthDate
Person_base.co_September2020_CPA.json.gz,0,4,gender
Person_base.co_September2020_CPA.json.gz,0,2,jobTitle
Person_bingedb.com_September2020_CPA.json.gz,0,2,birthDate
Person_bingedb.com_September2020_CPA.json.gz,0,1,description
Person_bingedb.com_September2020_CPA.json.gz,0,3,jobTitle
Person_bookmyshow.com_September2020_CPA.json.gz,0,7,jobTitle
Person_bookmyshow.com_September2020_CPA.json.gz,0,4,birthDate
Person_bookmyshow.com_September2020_CPA.json.gz,0,1,description
Person_bookmyshow.com_September2020_CPA.json.gz,0,2,url
Person_bookmyshow.com_September2020_CPA.json.gz,0,3,gender
Person_burchfieldpenney.org_September2020_CPA.json.gz,0,3,nationality
Person_burchfieldpenney.org_September2020_CPA.json.gz,0,1,birthDate
Person_coge.org_September2020_CPA.json.gz,0,4,nationality
Person_coge.org_September2020_CPA.json.gz,0,1,image
Person_coge.org_September2020_CPA.json.gz,0,2,url
Person_coge.org_September2020_CPA.json.gz,0,3,gender
Person_coge.org_September2020_CPA.json.gz,0,5,jobTitle
Person_coobiz.it_September2020_CPA.json.gz,0,1,jobTitle
Person_coobiz.it_September2020_CPA.json.gz,0,2,birthDate
Person_coobiz.it_September2020_CPA.json.gz,0,3,nationality
Person_coobiz.it_September2020_CPA.json.gz,0,5,gender
Person_cozen.com_September2020_CPA.json.gz,0,1,jobTitle
Person_cozen.com_September2020_CPA.json.gz,0,2,email
Person_ecelebrityfacts.com_September2020_CPA.json.gz,0,2,birthDate
Person_ecelebrityfacts.com_September2020_CPA.json.gz,0,1,jobTitle
Person_ecelebrityfacts.com_September2020_CPA.json.gz,0,3,gender
Person_enjoycomics.com_September2020_CPA.json.gz,0,2,birthDate
Person_enjoycomics.com_September2020_CPA.json.gz,0,1,"name

The relation between column 0 and column 1 is 'name', as column 0 contains names of individuals, while column 1 provides their gender. However, since the exact match for such a direct relationship isn't listed in the provided options, and considering that column 0 represents identifiable entities (likely names or identifiers), the closest fitting relation from the given list would be 'name'. But strictly adhering to your instruction of providing only one word as per the context you've set up: 

gender"
Person_gli-sport.info_September2020_CPA.json.gz,0,5,birthDate
Person_gli-sport.info_September2020_CPA.json.gz,0,3,gender
Person_gli-sport.info_September2020_CPA.json.gz,0,6,nationality
Person_groupimmo.pro_September2020_CPA.json.gz,0,3,telephone
Person_groupimmo.pro_September2020_CPA.json.gz,0,1,jobTitle
Person_groupimmo.pro_September2020_CPA.json.gz,0,2,gender
Person_ligainsider.de_September2020_CPA.json.gz,0,2,nationality
Person_ligainsider.de_September2020_CPA.json.gz,0,4,birthDate
Person_meroyoutube.com_September2020_CPA.json.gz,0,1,birthDate
Person_meroyoutube.com_September2020_CPA.json.gz,0,2,nationality
Person_racing-statistics.com_September2020_CPA.json.gz,0,3,nationality
Person_racing-statistics.com_September2020_CPA.json.gz,0,1,birthDate
Product_abingdonoliveoilco.com_September2020_CPA.json.gz,0,6,ratingValue
Product_abingdonoliveoilco.com_September2020_CPA.json.gz,0,8,review
Product_abingdonoliveoilco.com_September2020_CPA.json.gz,0,9,itemCondition
Product_agranda.com.br_September2020_CPA.json.gz,0,2,weight
Product_aimeili.us_September2020_CPA.json.gz,0,5,ratingValue
Product_aimeili.us_September2020_CPA.json.gz,0,7,review
Product_aureliusdesigns.com.au_September2020_CPA.json.gz,0,3,description
Product_aureliusdesigns.com.au_September2020_CPA.json.gz,0,4,category
Product_aureliusdesigns.com.au_September2020_CPA.json.gz,0,8,description
Product_bble1.com_September2020_CPA.json.gz,0,4,ratingValue
Product_bble1.com_September2020_CPA.json.gz,0,6,review
Product_blissfulherbs.com.au_September2020_CPA.json.gz,0,3,priceCurrency
Product_blissfulherbs.com.au_September2020_CPA.json.gz,0,4,description
Product_brewinternational.com_September2020_CPA.json.gz,0,4,ratingValue
Product_brewinternational.com_September2020_CPA.json.gz,0,6,review
Product_buffaloandbear.co.uk_September2020_CPA.json.gz,0,1,description
Product_buffaloandbear.co.uk_September2020_CPA.json.gz,0,2,description
Product_buffaloandbear.co.uk_September2020_CPA.json.gz,0,4,itemCondition
Product_buydrnumb.com_September2020_CPA.json.gz,0,6,description
Product_buydrnumb.com_September2020_CPA.json.gz,0,7,priceCurrency
Product_caregiver-aid.com_September2020_CPA.json.gz,0,5,ratingValue
Product_caregiver-aid.com_September2020_CPA.json.gz,0,6,review
Product_cartsandparts.com_September2020_CPA.json.gz,0,6,itemCondition
Product_cartsandparts.com_September2020_CPA.json.gz,0,8,validFrom
Product_caseys.ie_September2020_CPA.json.gz,0,6,weight
Product_caseys.ie_September2020_CPA.json.gz,0,11,validFrom
Product_cbdprime.shop_September2020_CPA.json.gz,0,3,releaseDate
Product_cbdprime.shop_September2020_CPA.json.gz,0,5,description
Product_certs4it.com_September2020_CPA.json.gz,0,3,releaseDate
Product_chapmans.ca_September2020_CPA.json.gz,0,5,validFrom
Product_chargetech.com_September2020_CPA.json.gz,0,3,releaseDate
Product_chillhoodies.com_September2020_CPA.json.gz,0,3,releaseDate
Product_chinovdisplays.com_September2020_CPA.json.gz,0,3,releaseDate
Product_demellierlondon.com_September2020_CPA.json.gz,0,5,weight
Product_earpeace.com_September2020_CPA.json.gz,0,1,description
Product_earpeace.com_September2020_CPA.json.gz,0,3,description
Product_earpeace.com_September2020_CPA.json.gz,0,4,priceCurrency
Product_earpeace.com_September2020_CPA.json.gz,0,6,description
Product_earpeace.com_September2020_CPA.json.gz,0,8,price
Product_earpeace.com_September2020_CPA.json.gz,0,9,priceCurrency
Product_earpeace.com_September2020_CPA.json.gz,0,11,weight
Product_firmamentberlin.com_September2020_CPA.json.gz,0,3,releaseDate
Product_firmamentberlin.com_September2020_CPA.json.gz,0,1,description
Product_firmamentberlin.com_September2020_CPA.json.gz,0,2,weight
Product_goatmilkstuff.com_September2020_CPA.json.gz,0,3,weight
Product_greatdanefurniture.com_September2020_CPA.json.gz,0,1,description
Product_greatdanefurniture.com_September2020_CPA.json.gz,0,4,image
Product_greatdanefurniture.com_September2020_CPA.json.gz,0,6,itemCondition
Product_groomsshop.com_September2020_CPA.json.gz,0,4,weight
Product_gyrfidstore.com_September2020_CPA.json.gz,0,2,weight
Product_hammersmithsports.com_September2020_CPA.json.gz,0,5,weight
Product_hole.life_September2020_CPA.json.gz,0,4,priceCurrency
Product_hookedgear.com.au_September2020_CPA.json.gz,0,2,weight
Product_imperialicons.com_September2020_CPA.json.gz,0,3,category
Product_imperialicons.com_September2020_CPA.json.gz,0,8,validFrom
Product_kismetnutrients.com_September2020_CPA.json.gz,0,3,itemCondition
Product_kismetnutrients.com_September2020_CPA.json.gz,0,6,ratingValue
Product_kismetnutrients.com_September2020_CPA.json.gz,0,8,review
Product_rerunto.com_September2020_CPA.json.gz,0,1,publisher
Product_rerunto.com_September2020_CPA.json.gz,0,2,image
Product_rerunto.com_September2020_CPA.json.gz,0,3,url
Product_rerunto.com_September2020_CPA.json.gz,0,4,itemCondition
Product_rushboost.com_September2020_CPA.json.gz,0,2,description
Product_rushboost.com_September2020_CPA.json.gz,0,4,itemCondition
Product_rushboost.com_September2020_CPA.json.gz,0,8,priceCurrency
